"Step","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__123__1773218268 - train/return","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__123__1773218268 - train/return__MIN","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__123__1773218268 - train/return__MAX","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__42__1773217549 - train/return","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__42__1773217549 - train/return__MIN","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__42__1773217549 - train/return__MAX","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__1__1773216762 - train/return","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__1__1773216762 - train/return__MIN","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__1__1773216762 - train/return__MAX","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__42__1773196992 - train/return","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__42__1773196992 - train/return__MIN","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__42__1773196992 - train/return__MAX","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__1__1773194506 - train/return","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__1__1773194506 - train/return__MIN","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__1__1773194506 - train/return__MAX","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__123__1773192815 - train/return","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__123__1773192815 - train/return__MIN","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__123__1773192815 - train/return__MAX"
"128000","3.3582468032836914","3.3582468032836914","3.3582468032836914","3.5249574184417725","3.5249574184417725","3.5249574184417725","3.491230010986328","3.491230010986328","3.491230010986328","6.4613142013549805","6.4613142013549805","6.4613142013549805","6.387408256530762","6.387408256530762","6.387408256530762","6.460677146911621","6.460677146911621","6.460677146911621"
"140800","3.4449093341827393","3.4449093341827393","3.4449093341827393","3.6873605251312256","3.6873605251312256","3.6873605251312256","3.5341711044311523","3.5341711044311523","3.5341711044311523","6.654086112976074","6.654086112976074","6.654086112976074","6.622762203216553","6.622762203216553","6.622762203216553","6.633260250091553","6.633260250091553","6.633260250091553"
"153600","3.7387757301330566","3.7387757301330566","3.7387757301330566","3.835540294647217","3.835540294647217","3.835540294647217","3.859076976776123","3.859076976776123","3.859076976776123","6.790073394775391","6.790073394775391","6.790073394775391","6.599552631378174","6.599552631378174","6.599552631378174","6.6189727783203125","6.6189727783203125","6.6189727783203125"
"166400","3.7867331504821777","3.7867331504821777","3.7867331504821777","4.13128137588501","4.13128137588501","4.13128137588501","3.9986448287963867","3.9986448287963867","3.9986448287963867","6.917001247406006","6.917001247406006","6.917001247406006","6.583013534545898","6.583013534545898","6.583013534545898","6.91431999206543","6.91431999206543","6.91431999206543"
"179200","4.052947521209717","4.052947521209717","4.052947521209717","4.2811174392700195","4.2811174392700195","4.2811174392700195","4.404186725616455","4.404186725616455","4.404186725616455","6.988676071166992","6.988676071166992","6.988676071166992","6.847124099731445","6.847124099731445","6.847124099731445","6.938192367553711","6.938192367553711","6.938192367553711"
"192000","4.268004417419434","4.268004417419434","4.268004417419434","4.454071998596191","4.454071998596191","4.454071998596191","4.512414932250977","4.512414932250977","4.512414932250977","7.023862838745117","7.023862838745117","7.023862838745117","6.958003044128418","6.958003044128418","6.958003044128418","7.09883975982666","7.09883975982666","7.09883975982666"
"204800","4.671010971069336","4.671010971069336","4.671010971069336","4.533510208129883","4.533510208129883","4.533510208129883","4.624974727630615","4.624974727630615","4.624974727630615","7.0172553062438965","7.0172553062438965","7.0172553062438965","7.353257179260254","7.353257179260254","7.353257179260254","7.248292922973633","7.248292922973633","7.248292922973633"
"217600","4.662410259246826","4.662410259246826","4.662410259246826","4.69174861907959","4.69174861907959","4.69174861907959","4.6565022468566895","4.6565022468566895","4.6565022468566895","7.207576751708984","7.207576751708984","7.207576751708984","7.150758266448975","7.150758266448975","7.150758266448975","7.072956085205078","7.072956085205078","7.072956085205078"
"230400","4.678805828094482","4.678805828094482","4.678805828094482","4.994330883026123","4.994330883026123","4.994330883026123","4.815737724304199","4.815737724304199","4.815737724304199","7.078555107116699","7.078555107116699","7.078555107116699","7.386940956115723","7.386940956115723","7.386940956115723","7.094379425048828","7.094379425048828","7.094379425048828"
"243200","5.028727054595947","5.028727054595947","5.028727054595947","5.149412631988525","5.149412631988525","5.149412631988525","4.994657516479492","4.994657516479492","4.994657516479492","6.895573616027832","6.895573616027832","6.895573616027832","7.896631240844727","7.896631240844727","7.896631240844727","7.31371545791626","7.31371545791626","7.31371545791626"
"256000","5.212732315063477","5.212732315063477","5.212732315063477","5.6676411628723145","5.6676411628723145","5.6676411628723145","5.333773612976074","5.333773612976074","5.333773612976074","7.91171932220459","7.91171932220459","7.91171932220459","8.281768798828125","8.281768798828125","8.281768798828125","7.78992223739624","7.78992223739624","7.78992223739624"
"268800","5.099089622497559","5.099089622497559","5.099089622497559","5.6856770515441895","5.6856770515441895","5.6856770515441895","5.433959007263184","5.433959007263184","5.433959007263184","7.892621994018555","7.892621994018555","7.892621994018555","7.770924091339111","7.770924091339111","7.770924091339111","7.651850700378418","7.651850700378418","7.651850700378418"
"281600","5.597085952758789","5.597085952758789","5.597085952758789","5.626240253448486","5.626240253448486","5.626240253448486","5.5866193771362305","5.5866193771362305","5.5866193771362305","7.34440279006958","7.34440279006958","7.34440279006958","7.980472564697266","7.980472564697266","7.980472564697266","7.836039066314697","7.836039066314697","7.836039066314697"
"294400","6.197158336639404","6.197158336639404","6.197158336639404","5.937407493591309","5.937407493591309","5.937407493591309","5.927793979644775","5.927793979644775","5.927793979644775","7.869614124298096","7.869614124298096","7.869614124298096","8.317126274108887","8.317126274108887","8.317126274108887","8.353655815124512","8.353655815124512","8.353655815124512"
"307200","5.924911975860596","5.924911975860596","5.924911975860596","5.964698314666748","5.964698314666748","5.964698314666748","6.560774803161621","6.560774803161621","6.560774803161621","8.4672269821167","8.4672269821167","8.4672269821167","8.821410179138184","8.821410179138184","8.821410179138184","8.470427513122559","8.470427513122559","8.470427513122559"
"320000","6.736233711242676","6.736233711242676","6.736233711242676","6.374823093414307","6.374823093414307","6.374823093414307","6.805992603302002","6.805992603302002","6.805992603302002","8.76767349243164","8.76767349243164","8.76767349243164","9.314983367919922","9.314983367919922","9.314983367919922","8.342426300048828","8.342426300048828","8.342426300048828"
"332800","6.219132423400879","6.219132423400879","6.219132423400879","6.44300651550293","6.44300651550293","6.44300651550293","6.9964423179626465","6.9964423179626465","6.9964423179626465","9.263378143310547","9.263378143310547","9.263378143310547","9.361566543579102","9.361566543579102","9.361566543579102","8.401054382324219","8.401054382324219","8.401054382324219"
"345600","6.222239971160889","6.222239971160889","6.222239971160889","6.907834053039551","6.907834053039551","6.907834053039551","7.562336444854736","7.562336444854736","7.562336444854736","9.144248962402344","9.144248962402344","9.144248962402344","10.116958618164062","10.116958618164062","10.116958618164062","8.830070495605469","8.830070495605469","8.830070495605469"
"358400","7.434233665466309","7.434233665466309","7.434233665466309","7.062722206115723","7.062722206115723","7.062722206115723","7.4492363929748535","7.4492363929748535","7.4492363929748535","9.669519424438477","9.669519424438477","9.669519424438477","10.233139991760254","10.233139991760254","10.233139991760254","9.565932273864746","9.565932273864746","9.565932273864746"
"371200","7.6198225021362305","7.6198225021362305","7.6198225021362305","7.510274887084961","7.510274887084961","7.510274887084961","7.420268535614014","7.420268535614014","7.420268535614014","9.801863670349121","9.801863670349121","9.801863670349121","10.845495223999023","10.845495223999023","10.845495223999023","9.541360855102539","9.541360855102539","9.541360855102539"
"384000","7.766354560852051","7.766354560852051","7.766354560852051","7.63134765625","7.63134765625","7.63134765625","7.814859867095947","7.814859867095947","7.814859867095947","10.688759803771973","10.688759803771973","10.688759803771973","10.510974884033203","10.510974884033203","10.510974884033203","10.28965950012207","10.28965950012207","10.28965950012207"
"396800","7.3237833976745605","7.3237833976745605","7.3237833976745605","8.18406867980957","8.18406867980957","8.18406867980957","8.590892791748047","8.590892791748047","8.590892791748047","11.099824905395508","11.099824905395508","11.099824905395508","10.894044876098633","10.894044876098633","10.894044876098633","10.212957382202148","10.212957382202148","10.212957382202148"
"409600","8.62308120727539","8.62308120727539","8.62308120727539","8.96590805053711","8.96590805053711","8.96590805053711","9.117717742919922","9.117717742919922","9.117717742919922","11.315788269042969","11.315788269042969","11.315788269042969","12.20606517791748","12.20606517791748","12.20606517791748","10.33967399597168","10.33967399597168","10.33967399597168"
"422400","9.016647338867188","9.016647338867188","9.016647338867188","8.7030029296875","8.7030029296875","8.7030029296875","9.691427230834961","9.691427230834961","9.691427230834961","12.00120735168457","12.00120735168457","12.00120735168457","11.270784378051758","11.270784378051758","11.270784378051758","11.29376220703125","11.29376220703125","11.29376220703125"
"435200","9.444066047668457","9.444066047668457","9.444066047668457","8.818554878234863","8.818554878234863","8.818554878234863","9.740312576293945","9.740312576293945","9.740312576293945","11.325040817260742","11.325040817260742","11.325040817260742","11.770246505737305","11.770246505737305","11.770246505737305","11.15471363067627","11.15471363067627","11.15471363067627"
"448000","9.326433181762695","9.326433181762695","9.326433181762695","10.055923461914062","10.055923461914062","10.055923461914062","10.391097068786621","10.391097068786621","10.391097068786621","11.92648696899414","11.92648696899414","11.92648696899414","12.988122940063477","12.988122940063477","12.988122940063477","11.974889755249023","11.974889755249023","11.974889755249023"
"460800","10.19970417022705","10.19970417022705","10.19970417022705","9.607227325439453","9.607227325439453","9.607227325439453","10.471691131591797","10.471691131591797","10.471691131591797","12.138092041015625","12.138092041015625","12.138092041015625","13.60007095336914","13.60007095336914","13.60007095336914","12.026764869689941","12.026764869689941","12.026764869689941"
"473600","10.146038055419922","10.146038055419922","10.146038055419922","9.647974014282227","9.647974014282227","9.647974014282227","11.18982982635498","11.18982982635498","11.18982982635498","11.692667007446289","11.692667007446289","11.692667007446289","12.97455883026123","12.97455883026123","12.97455883026123","11.240898132324219","11.240898132324219","11.240898132324219"
"486400","10.4324369430542","10.4324369430542","10.4324369430542","10.893648147583008","10.893648147583008","10.893648147583008","11.192001342773438","11.192001342773438","11.192001342773438","12.161394119262695","12.161394119262695","12.161394119262695","13.069255828857422","13.069255828857422","13.069255828857422","11.321481704711914","11.321481704711914","11.321481704711914"
"499200","10.995469093322754","10.995469093322754","10.995469093322754","11.614068984985352","11.614068984985352","11.614068984985352","11.290023803710938","11.290023803710938","11.290023803710938","13.385586738586426","13.385586738586426","13.385586738586426","12.688554763793945","12.688554763793945","12.688554763793945","11.981644630432129","11.981644630432129","11.981644630432129"
"512000","11.652270317077637","11.652270317077637","11.652270317077637","11.382972717285156","11.382972717285156","11.382972717285156","11.123075485229492","11.123075485229492","11.123075485229492","12.611944198608398","12.611944198608398","12.611944198608398","13.032062530517578","13.032062530517578","13.032062530517578","12.214286804199219","12.214286804199219","12.214286804199219"
"524800","11.564311981201172","11.564311981201172","11.564311981201172","12.50253677368164","12.50253677368164","12.50253677368164","11.642264366149902","11.642264366149902","11.642264366149902","13.056941032409668","13.056941032409668","13.056941032409668","13.741193771362305","13.741193771362305","13.741193771362305","11.51600170135498","11.51600170135498","11.51600170135498"
"537600","11.687618255615234","11.687618255615234","11.687618255615234","11.906778335571289","11.906778335571289","11.906778335571289","12.580623626708984","12.580623626708984","12.580623626708984","11.262005805969238","11.262005805969238","11.262005805969238","14.323025703430176","14.323025703430176","14.323025703430176","11.94404411315918","11.94404411315918","11.94404411315918"
"550400","13.623398780822754","13.623398780822754","13.623398780822754","11.821751594543457","11.821751594543457","11.821751594543457","12.22054672241211","12.22054672241211","12.22054672241211","12.412994384765625","12.412994384765625","12.412994384765625","13.26853084564209","13.26853084564209","13.26853084564209","12.428733825683594","12.428733825683594","12.428733825683594"
"563200","13.324567794799805","13.324567794799805","13.324567794799805","14.015023231506348","14.015023231506348","14.015023231506348","12.877603530883789","12.877603530883789","12.877603530883789","12.851048469543457","12.851048469543457","12.851048469543457","14.040617942810059","14.040617942810059","14.040617942810059","12.833488464355469","12.833488464355469","12.833488464355469"
"576000","13.661938667297363","13.661938667297363","13.661938667297363","14.677051544189453","14.677051544189453","14.677051544189453","13.155200958251953","13.155200958251953","13.155200958251953","13.401331901550293","13.401331901550293","13.401331901550293","14.147775650024414","14.147775650024414","14.147775650024414","13.817214965820312","13.817214965820312","13.817214965820312"
"588800","14.06418228149414","14.06418228149414","14.06418228149414","13.745712280273438","13.745712280273438","13.745712280273438","12.519535064697266","12.519535064697266","12.519535064697266","13.035896301269531","13.035896301269531","13.035896301269531","14.153518676757812","14.153518676757812","14.153518676757812","14.171119689941406","14.171119689941406","14.171119689941406"
"601600","14.718358993530273","14.718358993530273","14.718358993530273","14.655457496643066","14.655457496643066","14.655457496643066","13.014163970947266","13.014163970947266","13.014163970947266","13.289008140563965","13.289008140563965","13.289008140563965","13.43596076965332","13.43596076965332","13.43596076965332","14.405509948730469","14.405509948730469","14.405509948730469"
"614400","13.911171913146973","13.911171913146973","13.911171913146973","13.819421768188477","13.819421768188477","13.819421768188477","13.564619064331055","13.564619064331055","13.564619064331055","13.786209106445312","13.786209106445312","13.786209106445312","13.774967193603516","13.774967193603516","13.774967193603516","14.167379379272461","14.167379379272461","14.167379379272461"
"627200","14.265740394592285","14.265740394592285","14.265740394592285","13.579378128051758","13.579378128051758","13.579378128051758","14.309237480163574","14.309237480163574","14.309237480163574","13.497859954833984","13.497859954833984","13.497859954833984","14.40505599975586","14.40505599975586","14.40505599975586","14.34868335723877","14.34868335723877","14.34868335723877"
"640000","14.862091064453125","14.862091064453125","14.862091064453125","13.907858848571777","13.907858848571777","13.907858848571777","14.310821533203125","14.310821533203125","14.310821533203125","13.916656494140625","13.916656494140625","13.916656494140625","14.048261642456055","14.048261642456055","14.048261642456055","13.73321533203125","13.73321533203125","13.73321533203125"
"652800","14.968944549560547","14.968944549560547","14.968944549560547","14.874748229980469","14.874748229980469","14.874748229980469","14.417319297790527","14.417319297790527","14.417319297790527","15.333322525024414","15.333322525024414","15.333322525024414","14.423135757446289","14.423135757446289","14.423135757446289","14.240421295166016","14.240421295166016","14.240421295166016"
"665600","14.883443832397461","14.883443832397461","14.883443832397461","15.168075561523438","15.168075561523438","15.168075561523438","14.524590492248535","14.524590492248535","14.524590492248535","16.05821418762207","16.05821418762207","16.05821418762207","15.702366828918457","15.702366828918457","15.702366828918457","14.666448593139648","14.666448593139648","14.666448593139648"
"678400","15.83224105834961","15.83224105834961","15.83224105834961","15.618693351745605","15.618693351745605","15.618693351745605","15.295783042907715","15.295783042907715","15.295783042907715","15.429828643798828","15.429828643798828","15.429828643798828","15.749515533447266","15.749515533447266","15.749515533447266","15.896289825439453","15.896289825439453","15.896289825439453"
"691200","15.722835540771484","15.722835540771484","15.722835540771484","15.706222534179688","15.706222534179688","15.706222534179688","14.810440063476562","14.810440063476562","14.810440063476562","15.592668533325195","15.592668533325195","15.592668533325195","16.1407527923584","16.1407527923584","16.1407527923584","14.712653160095215","14.712653160095215","14.712653160095215"
"704000","16.157560348510742","16.157560348510742","16.157560348510742","15.306846618652344","15.306846618652344","15.306846618652344","15.491683959960938","15.491683959960938","15.491683959960938","14.485973358154297","14.485973358154297","14.485973358154297","17.615022659301758","17.615022659301758","17.615022659301758","15.124042510986328","15.124042510986328","15.124042510986328"
"716800","16.159198760986328","16.159198760986328","16.159198760986328","15.986486434936523","15.986486434936523","15.986486434936523","15.895769119262695","15.895769119262695","15.895769119262695","14.643678665161133","14.643678665161133","14.643678665161133","17.38924217224121","17.38924217224121","17.38924217224121","15.541251182556152","15.541251182556152","15.541251182556152"
"729600","15.456393241882324","15.456393241882324","15.456393241882324","16.976181030273438","16.976181030273438","16.976181030273438","15.811116218566895","15.811116218566895","15.811116218566895","15.387657165527344","15.387657165527344","15.387657165527344","17.272750854492188","17.272750854492188","17.272750854492188","15.626800537109375","15.626800537109375","15.626800537109375"
"742400","16.66637420654297","16.66637420654297","16.66637420654297","16.57332420349121","16.57332420349121","16.57332420349121","15.87073802947998","15.87073802947998","15.87073802947998","15.900001525878906","15.900001525878906","15.900001525878906","17.62344741821289","17.62344741821289","17.62344741821289","15.881526947021484","15.881526947021484","15.881526947021484"
"755200","16.52768898010254","16.52768898010254","16.52768898010254","17.547466278076172","17.547466278076172","17.547466278076172","15.309431076049805","15.309431076049805","15.309431076049805","16.484617233276367","16.484617233276367","16.484617233276367","17.513826370239258","17.513826370239258","17.513826370239258","15.88090705871582","15.88090705871582","15.88090705871582"
"768000","17.38491439819336","17.38491439819336","17.38491439819336","17.211585998535156","17.211585998535156","17.211585998535156","17.447975158691406","17.447975158691406","17.447975158691406","16.201126098632812","16.201126098632812","16.201126098632812","17.982555389404297","17.982555389404297","17.982555389404297","16.10276985168457","16.10276985168457","16.10276985168457"
"780800","17.166088104248047","17.166088104248047","17.166088104248047","17.443965911865234","17.443965911865234","17.443965911865234","17.391948699951172","17.391948699951172","17.391948699951172","17.84567642211914","17.84567642211914","17.84567642211914","18.020584106445312","18.020584106445312","18.020584106445312","16.17643165588379","16.17643165588379","16.17643165588379"
"793600","17.223604202270508","17.223604202270508","17.223604202270508","15.869264602661133","15.869264602661133","15.869264602661133","16.730770111083984","16.730770111083984","16.730770111083984","18.388246536254883","18.388246536254883","18.388246536254883","17.39950942993164","17.39950942993164","17.39950942993164","15.677602767944336","15.677602767944336","15.677602767944336"
"806400","17.403167724609375","17.403167724609375","17.403167724609375","16.777591705322266","16.777591705322266","16.777591705322266","16.339099884033203","16.339099884033203","16.339099884033203","18.29251480102539","18.29251480102539","18.29251480102539","18.517780303955078","18.517780303955078","18.517780303955078","16.686172485351562","16.686172485351562","16.686172485351562"
"819200","17.890104293823242","17.890104293823242","17.890104293823242","17.588336944580078","17.588336944580078","17.588336944580078","16.693206787109375","16.693206787109375","16.693206787109375","18.485153198242188","18.485153198242188","18.485153198242188","19.119983673095703","19.119983673095703","19.119983673095703","16.04169464111328","16.04169464111328","16.04169464111328"
"832000","17.910133361816406","17.910133361816406","17.910133361816406","18.19989013671875","18.19989013671875","18.19989013671875","17.248268127441406","17.248268127441406","17.248268127441406","18.104736328125","18.104736328125","18.104736328125","18.65163230895996","18.65163230895996","18.65163230895996","16.08681297302246","16.08681297302246","16.08681297302246"
"844800","18.232667922973633","18.232667922973633","18.232667922973633","17.4750919342041","17.4750919342041","17.4750919342041","17.87765884399414","17.87765884399414","17.87765884399414","18.04727554321289","18.04727554321289","18.04727554321289","18.813879013061523","18.813879013061523","18.813879013061523","16.340877532958984","16.340877532958984","16.340877532958984"
"857600","18.777189254760742","18.777189254760742","18.777189254760742","18.15522003173828","18.15522003173828","18.15522003173828","17.256927490234375","17.256927490234375","17.256927490234375","19.011117935180664","19.011117935180664","19.011117935180664","19.393630981445312","19.393630981445312","19.393630981445312","16.539920806884766","16.539920806884766","16.539920806884766"
"870400","18.19125747680664","18.19125747680664","18.19125747680664","17.756370544433594","17.756370544433594","17.756370544433594","16.887611389160156","16.887611389160156","16.887611389160156","18.786327362060547","18.786327362060547","18.786327362060547","18.16156768798828","18.16156768798828","18.16156768798828","16.15032196044922","16.15032196044922","16.15032196044922"
"883200","18.66750144958496","18.66750144958496","18.66750144958496","17.72751235961914","17.72751235961914","17.72751235961914","17.280292510986328","17.280292510986328","17.280292510986328","18.359737396240234","18.359737396240234","18.359737396240234","17.54908561706543","17.54908561706543","17.54908561706543","17.043720245361328","17.043720245361328","17.043720245361328"
"896000","18.09699249267578","18.09699249267578","18.09699249267578","18.35287857055664","18.35287857055664","18.35287857055664","16.995838165283203","16.995838165283203","16.995838165283203","18.693239212036133","18.693239212036133","18.693239212036133","17.93173599243164","17.93173599243164","17.93173599243164","17.166467666625977","17.166467666625977","17.166467666625977"
"908800","19.329036712646484","19.329036712646484","19.329036712646484","19.384586334228516","19.384586334228516","19.384586334228516","17.3096923828125","17.3096923828125","17.3096923828125","18.613903045654297","18.613903045654297","18.613903045654297","19.130529403686523","19.130529403686523","19.130529403686523","18.536357879638672","18.536357879638672","18.536357879638672"
"921600","18.735807418823242","18.735807418823242","18.735807418823242","18.509288787841797","18.509288787841797","18.509288787841797","18.3570556640625","18.3570556640625","18.3570556640625","18.789730072021484","18.789730072021484","18.789730072021484","19.85403060913086","19.85403060913086","19.85403060913086","18.375131607055664","18.375131607055664","18.375131607055664"
"934400","18.71438980102539","18.71438980102539","18.71438980102539","19.74678611755371","19.74678611755371","19.74678611755371","18.02034568786621","18.02034568786621","18.02034568786621","20.183176040649414","20.183176040649414","20.183176040649414","18.840303421020508","18.840303421020508","18.840303421020508","18.482776641845703","18.482776641845703","18.482776641845703"
"947200","19.42652702331543","19.42652702331543","19.42652702331543","20.165342330932617","20.165342330932617","20.165342330932617","19.262319564819336","19.262319564819336","19.262319564819336","20.02189826965332","20.02189826965332","20.02189826965332","19.76078987121582","19.76078987121582","19.76078987121582","18.945377349853516","18.945377349853516","18.945377349853516"
"960000","19.251314163208008","19.251314163208008","19.251314163208008","20.46163558959961","20.46163558959961","20.46163558959961","19.353063583374023","19.353063583374023","19.353063583374023","20.581388473510742","20.581388473510742","20.581388473510742","20.46942138671875","20.46942138671875","20.46942138671875","18.84184455871582","18.84184455871582","18.84184455871582"
"972800","20.394371032714844","20.394371032714844","20.394371032714844","21.066329956054688","21.066329956054688","21.066329956054688","19.906700134277344","19.906700134277344","19.906700134277344","20.064228057861328","20.064228057861328","20.064228057861328","19.941879272460938","19.941879272460938","19.941879272460938","19.41128921508789","19.41128921508789","19.41128921508789"
"985600","19.916189193725586","19.916189193725586","19.916189193725586","20.424116134643555","20.424116134643555","20.424116134643555","19.747051239013672","19.747051239013672","19.747051239013672","19.934600830078125","19.934600830078125","19.934600830078125","20.957853317260742","20.957853317260742","20.957853317260742","18.193876266479492","18.193876266479492","18.193876266479492"
"998400","20.107526779174805","20.107526779174805","20.107526779174805","19.713001251220703","19.713001251220703","19.713001251220703","19.3283634185791","19.3283634185791","19.3283634185791","20.949684143066406","20.949684143066406","20.949684143066406","20.670787811279297","20.670787811279297","20.670787811279297","19.465099334716797","19.465099334716797","19.465099334716797"
