"Step","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__123__1773218268 - train/success_once","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__123__1773218268 - train/success_once__MIN","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__123__1773218268 - train/success_once__MAX","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__42__1773217549 - train/success_once","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__42__1773217549 - train/success_once__MIN","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__42__1773217549 - train/success_once__MAX","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__1__1773216762 - train/success_once","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__1__1773216762 - train/success_once__MIN","PickCube-v1__reach-adaptive_tanh_episode__gate-hard__term-hard_jump__ppo_fast__1__1773216762 - train/success_once__MAX","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__42__1773196992 - train/success_once","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__42__1773196992 - train/success_once__MIN","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__42__1773196992 - train/success_once__MAX","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__1__1773194506 - train/success_once","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__1__1773194506 - train/success_once__MIN","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__1__1773194506 - train/success_once__MAX","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__123__1773192815 - train/success_once","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__123__1773192815 - train/success_once__MIN","PickCube-v1__reach-tanh__gate-hard__term-hard_jump__ppo_fast__123__1773192815 - train/success_once__MAX"
"3225600","0.125","0.125","0.125","0","0","0","0","0","0","0.07407407462596893","0.07407407462596893","0.07407407462596893","0.006535947788506746","0.006535947788506746","0.006535947788506746","0.006211180239915848","0.006211180239915848","0.006211180239915848"
"3238400","0.0625","0.0625","0.0625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3251200","0","0","0","0","0","0","0","0","0","0.03703703731298447","0.03703703731298447","0.03703703731298447","0.00657894741743803","0.00657894741743803","0.00657894741743803","0","0","0"
"3264000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3276800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3289600","0","0","0","0","0","0","0","0","0","0","0","0","0.0066225165501236916","0.0066225165501236916","0.0066225165501236916","0","0","0"
"3302400","0","0","0","0.0625","0.0625","0.0625","0","0","0","0","0","0","0","0","0","0","0","0"
"3315200","0","0","0","0","0","0","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.0625","0.0625","0.0625","0","0","0","0","0","0"
"3328000","0.06666667014360428","0.06666667014360428","0.06666667014360428","0","0","0","0","0","0","0.125","0.125","0.125","0","0","0","0","0","0"
"3340800","0","0","0","0.0625","0.0625","0.0625","0","0","0","0","0","0","0","0","0","0","0","0"
"3353600","0.0714285746216774","0.0714285746216774","0.0714285746216774","0","0","0","0","0","0","0.0714285746216774","0.0714285746216774","0.0714285746216774","0","0","0","0","0","0"
"3366400","0","0","0","0","0","0","0.095238097012043","0.095238097012043","0.095238097012043","0","0","0","0","0","0","0","0","0"
"3379200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3392000","0","0","0","0.0625","0.0625","0.0625","0","0","0","0","0","0","0","0","0","0","0","0"
"3404800","0","0","0","0","0","0","0","0","0","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0"
"3417600","0.09090909361839294","0.09090909361839294","0.09090909361839294","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3430400","0.2666666805744171","0.2666666805744171","0.2666666805744171","0","0","0","0.0625","0.0625","0.0625","0","0","0","0","0","0","0","0","0"
"3443200","0","0","0","0.06666667014360428","0.06666667014360428","0.06666667014360428","0.0625","0.0625","0.0625","0","0","0","0","0","0","0","0","0"
"3456000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3468800","0.07692307978868484","0.07692307978868484","0.07692307978868484","0","0","0","0","0","0","0.0714285746216774","0.0714285746216774","0.0714285746216774","0","0","0","0","0","0"
"3481600","0.0714285746216774","0.0714285746216774","0.0714285746216774","0","0","0","0","0","0","0.0714285746216774","0.0714285746216774","0.0714285746216774","0","0","0","0","0","0"
"3494400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3507200","0.0714285746216774","0.0714285746216774","0.0714285746216774","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3520000","0","0","0","0","0","0","0","0","0","0","0","0","0.007633587811142206","0.007633587811142206","0.007633587811142206","0","0","0"
"3532800","0.1538461595773697","0.1538461595773697","0.1538461595773697","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3545600","0.0833333358168602","0.0833333358168602","0.0833333358168602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3558400","0.10000000149011612","0.10000000149011612","0.10000000149011612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3571200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3584000","0.125","0.125","0.125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3596800","0","0","0","0.09090909361839294","0.09090909361839294","0.09090909361839294","0","0","0","0","0","0","0","0","0","0","0","0"
"3609600","0","0","0","0","0","0","0","0","0","0.1538461595773697","0.1538461595773697","0.1538461595773697","0","0","0","0","0","0"
"3622400","0","0","0","0.0833333358168602","0.0833333358168602","0.0833333358168602","0","0","0","0.07692307978868484","0.07692307978868484","0.07692307978868484","0","0","0","0","0","0"
"3635200","0","0","0","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0"
"3648000","0","0","0","0.07692307978868484","0.07692307978868484","0.07692307978868484","0","0","0","0","0","0","0","0","0","0.008196720853447914","0.008196720853447914","0.008196720853447914"
"3660800","0","0","0","0.0714285746216774","0.0714285746216774","0.0714285746216774","0","0","0","0","0","0","0","0","0","0","0","0"
"3673600","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3686400","0","0","0","0.07692307978868484","0.07692307978868484","0.07692307978868484","0","0","0","0","0","0","0","0","0","0","0","0"
"3699200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3712000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3724800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3737600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3750400","0","0","0","0","0","0","0","0","0","0.09090909361839294","0.09090909361839294","0.09090909361839294","0","0","0","0.008849557489156723","0.008849557489156723","0.008849557489156723"
"3763200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3776000","0.3333333432674408","0.3333333432674408","0.3333333432674408","0","0","0","0.3333333432674408","0.3333333432674408","0.3333333432674408","0.1538461595773697","0.1538461595773697","0.1538461595773697","0","0","0","0","0","0"
"3788800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3801600","0","0","0","0","0","0","0.3333333432674408","0.3333333432674408","0.3333333432674408","0.07692307978868484","0.07692307978868484","0.07692307978868484","0","0","0","0","0","0"
"3814400","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3827200","0","0","0","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0"
"3840000","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0.25","0.25","0.25","0.0833333358168602","0.0833333358168602","0.0833333358168602","0","0","0","0","0","0"
"3852800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3865600","0","0","0","0","0","0","0","0","0","0.0833333358168602","0.0833333358168602","0.0833333358168602","0","0","0","0","0","0"
"3878400","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3891200","0.20000000298023224","0.20000000298023224","0.20000000298023224","0.25","0.25","0.25","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0"
"3904000","0","0","0","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0"
"3916800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3929600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3942400","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0","0","0","0"
"3955200","0","0","0","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0"
"3968000","0.5","0.5","0.5","0.5","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","0"
"3980800","0.6000000238418579","0.6000000238418579","0.6000000238418579","0","0","0","0","0","0","0","0","0","0","0","0","0.0117647061124444","0.0117647061124444","0.0117647061124444"
"3993600","0.1666666716337204","0.1666666716337204","0.1666666716337204","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0","0.012345679104328156","0.012345679104328156","0.012345679104328156"
"4006400","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0","0","0","0"
"4019200","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0"
"4032000","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4044800","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0","0","0","0"
"4057600","0.1111111119389534","0.1111111119389534","0.1111111119389534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4070400","0.10000000149011612","0.10000000149011612","0.10000000149011612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4083200","0","0","0","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0","0","0"
"4096000","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0","0","0","0"
"4108800","0.10000000149011612","0.10000000149011612","0.10000000149011612","0","0","0","0","0","0","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0"
"4121600","0","0","0","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0"
"4134400","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0","0","0","0","0","0","0","0","0"
"4147200","0","0","0","0.1428571492433548","0.1428571492433548","0.1428571492433548","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0"
"4160000","0","0","0","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0","0","0","0","0","0"
"4172800","0.2857142984867096","0.2857142984867096","0.2857142984867096","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4185600","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4198400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4211200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4224000","0.1428571492433548","0.1428571492433548","0.1428571492433548","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0","0","0","0"
"4236800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4249600","0","0","0","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0"
"4262400","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0","0","0","0"
"4275200","0","0","0","0","0","0","0","0","0","0.4000000059604645","0.4000000059604645","0.4000000059604645","0","0","0","0.015625","0.015625","0.015625"
"4288000","0.3333333432674408","0.3333333432674408","0.3333333432674408","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4300800","0","0","0","0.25","0.25","0.25","0","0","0","0.3333333432674408","0.3333333432674408","0.3333333432674408","0","0","0","0","0","0"
"4313600","0.1666666716337204","0.1666666716337204","0.1666666716337204","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0","0","0","0"
"4326400","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0"
"4339200","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0.014925372786819935","0.014925372786819935","0.014925372786819935","0","0","0"
"4352000","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0","0.2857142984867096","0.2857142984867096","0.2857142984867096","0","0","0","0","0","0"
"4364800","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0"
"4377600","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0.3333333432674408","0.3333333432674408","0.3333333432674408","0","0","0","0","0","0","0","0","0"
"4390400","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0","0","0","0"
"4403200","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4416000","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4428800","0.1666666716337204","0.1666666716337204","0.1666666716337204","0.3333333432674408","0.3333333432674408","0.3333333432674408","0","0","0","0","0","0","0","0","0","0","0","0"
"4441600","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0","0.02083333395421505","0.02083333395421505","0.02083333395421505"
"4454400","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0","0","0","0","0","0","0.020408162847161293","0.020408162847161293","0.020408162847161293"
"4467200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4480000","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4492800","0","0","0","0","0","0","0.1428571492433548","0.1428571492433548","0.1428571492433548","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0","0","0"
"4505600","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0","0","0","0","0","0","0","0","0"
"4518400","0","0","0","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0","0","0","0","0","0","0"
"4531200","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4544000","0.20000000298023224","0.20000000298023224","0.20000000298023224","0.20000000298023224","0.20000000298023224","0.20000000298023224","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0.01886792480945587","0.01886792480945587","0.01886792480945587","0","0","0"
"4556800","0","0","0","0","0","0","0","0","0","0.3333333432674408","0.3333333432674408","0.3333333432674408","0","0","0","0","0","0"
"4569600","0.5","0.5","0.5","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0"
"4582400","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4595200","0","0","0","0.3333333432674408","0.3333333432674408","0.3333333432674408","0","0","0","0","0","0","0.019607843831181526","0.019607843831181526","0.019607843831181526","0","0","0"
"4608000","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4620800","0.1666666716337204","0.1666666716337204","0.1666666716337204","0.25","0.25","0.25","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0"
"4633600","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4646400","0.2857142984867096","0.2857142984867096","0.2857142984867096","0.20000000298023224","0.20000000298023224","0.20000000298023224","0.5","0.5","0.5","0","0","0","0","0","0","0","0","0"
"4659200","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0.02500000037252903","0.02500000037252903","0.02500000037252903"
"4672000","0.125","0.125","0.125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4684800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4697600","0.1666666716337204","0.1666666716337204","0.1666666716337204","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0","0","0","0"
"4710400","0.2857142984867096","0.2857142984867096","0.2857142984867096","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0"
"4723200","0.20000000298023224","0.20000000298023224","0.20000000298023224","0.25","0.25","0.25","0","0","0","0.5","0.5","0.5","0","0","0","0","0","0"
"4736000","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0","0","0","0"
"4748800","0.3333333432674408","0.3333333432674408","0.3333333432674408","0","0","0","0.3333333432674408","0.3333333432674408","0.3333333432674408","0","0","0","0","0","0","0","0","0"
"4761600","0.25","0.25","0.25","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0"
"4774400","0.5","0.5","0.5","0.2857142984867096","0.2857142984867096","0.2857142984867096","0.4000000059604645","0.4000000059604645","0.4000000059604645","0","0","0","0","0","0","0","0","0"
"4787200","0.375","0.375","0.375","0.30000001192092896","0.30000001192092896","0.30000001192092896","0","0","0","0","0","0","0","0","0","0","0","0"
"4800000","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0"
"4812800","0.1666666716337204","0.1666666716337204","0.1666666716337204","0.125","0.125","0.125","0.3333333432674408","0.3333333432674408","0.3333333432674408","0","0","0","0","0","0","0","0","0"
"4825600","0.1666666716337204","0.1666666716337204","0.1666666716337204","0.125","0.125","0.125","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0"
"4838400","0.25","0.25","0.25","0.125","0.125","0.125","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0","0","0"
"4851200","0.20000000298023224","0.20000000298023224","0.20000000298023224","0.1111111119389534","0.1111111119389534","0.1111111119389534","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0"
"4864000","0","0","0","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0.03125","0.03125","0.03125"
"4876800","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0.2857142984867096","0.2857142984867096","0.2857142984867096","0","0","0","0","0","0","0","0","0"
"4889600","0","0","0","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0","0","0","0","0.032258063554763794","0.032258063554763794","0.032258063554763794"
"4902400","0.20000000298023224","0.20000000298023224","0.20000000298023224","0.125","0.125","0.125","0","0","0","0","0","0","0","0","0","0","0","0"
"4915200","0.1666666716337204","0.1666666716337204","0.1666666716337204","0.125","0.125","0.125","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0","0","0","0","0","0"
"4928000","0","0","0","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0"
"4940800","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0.3333333432674408","0.3333333432674408","0.3333333432674408","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0.03448275849223137","0.03448275849223137","0.03448275849223137"
"4953600","0","0","0","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0","0","0","0","0.06666667014360428","0.06666667014360428","0.06666667014360428"
"4966400","0.20000000298023224","0.20000000298023224","0.20000000298023224","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0"
"4979200","0.20000000298023224","0.20000000298023224","0.20000000298023224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
